RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
765787,정통 미트볼,미트볼,ymgs1888,뽕브라,11486,3.0,217.0,굽기,일상,육류,메인반찬,정말 만들기도 간단하구 재료도 착하구  홈메이드로 직접 집에서 미트볼을 만들어보세용.,[재료] 쇠고기 200g| 양파 1/2개| 다진마늘 1큰술| 올리브유 1큰술| 빵가루 100g| 우유 60g [양념] 토마토페이스트 2큰술| 오레가노 약간| 소금 약간| 후추 약간,2인분,초급,30분이내,20080811184102.0
765794,전복초샐러드,전복샐러드,ymgs1888,뽕브라,19341,9.0,38.0,기타,손님접대,해물류,샐러드,전복으로 초샐러드를 해봤어요. 여름에 먹기에 딱 좋을 메뉴인거 같아요. 샐러드도 먹고 전복도 먹고 술안주로도  집들이 메뉴로도 좋을거 같습니다.,[재료] 전복 3마리| 양상추 1줌| 치커리 1/2줌| 적양배추 1/2줌| 청양고추 1개| 붉은고추 1개 [양념] 고추장 1.5스푼| 고춧가루 0.5스푼| 식초 1.5스푼| 설탕 0.5스푼| 물엿 1스푼| 다진마늘 0.5스푼| 참기름 0.3스푼| 통깨 약간,2인분,아무나,15분이내,20080811185630.0
766016,얼그레이 샤베트,얼그레이샤베트,tomatosoup,강혜,3463,2.0,53.0,기타,간식,달걀/유제품,디저트,생크림이 들어간 아이스크림도 여름에 좋지만 이렇게 깔끔하게 우유만 들어간 샤벳도 참 좋아요. 군더더기 없는 깔끔한 맛이에요. 초콜릿도 녹여넣으니 진한 홍차와 아주 잘어울려요.,[재료] 우유 600g| 설탕 30g| 물엿 60g| 탈지분유 2Ts| 전분 2Ts| 얼그레이홍차잎 3Ts| 초콜렛 50g,6인분이상,아무나,2시간이상,20080811233434.0
766100,크로크 무슈 ,크로크무슈,tomatosoup,강혜,4522,1.0,14.0,굽기,간식,밀가루,빵,프랑스에서 즐겨먹는 메뉴인 크로크 무슈. 빵과 햄과 함께 치즈가 듬뿍 들어가서 리치하면서도  고소하고 부드럽고 정말이지 왠지 프랑스랑 어울리는듯한 맛이면서도  이름도 이쁜 크로크 무슈에요.,[재료] 식빵or바게트| 햄| 피자치즈| 파슬리,2인분,아무나,15분이내,20080812012007.0
767015,껍질콩 새우볶음,껍질콩새우볶음,wine59,마이드림,6029,3.0,58.0,볶음,기타,해물류,밑반찬,중국풍 껍질콩 새우볶음,[재료] 껍질콩 2줌| 새우(대하) 15마리| 양파 1개| 토마토 2개| 통마늘 9개| 물 1/4컵 [양념] 식용유 3큰술| 소금 0.7큰술| 진간장 4큰술| 설탕 1작은술| 참기름 1큰술| 후춧가루 약간| 깨소금 1큰술,5인분,초급,30분이내,20080812214634.0
767029,이까슈마 한접시,이까슈마,wine59,마이드림,2978,1.0,5.0,기타,일상,기타,기타,오늘 아침... 마이드림네 식단이에요~ 밥 대신 가끔 이렇게 간단하게 차려내면 오히려 가족들이 더 좋아해요. 이렇게 차려먹으면.. 기분전환이 되지요..^^ 오늘 아침에는 스위트콘옥수수와 '이까슈마'로 한 접시 담아냈어요. 이까슈마는 한치를 갈아서 만든 어묵 비스므리한 일본식 딤섬인데요. 찜통에 쪄서 먹거나  튀기거나  이런저런 요리에 응용할 수 있어요. 일본사람들은 이걸 너무 좋아해서 줄을 서서 기다려서 사다먹고는 한다네요. 오늘 아침에 이걸 찐다고 서성거리니.. 남편이 뭐냐고 묻네요.. 이까슈마라고 했더니~ 잘못 알아듣고는.. 입가심? 이러는거에요.ㅋ,,5인분,아무나,30분이내,20080812215339.0
767035,스위트콘 피자토스트,스위트콘피자토스트,wine59,마이드림,10838,4.0,85.0,굽기,일상,밀가루,빵,오늘 만든 스위트콘 피자토스트는요. 재료 왕간단  방법도 간단  맛은 짱이네염.,[재료] 곡물식빵 2쪽| 스위트콘 옥수수 1/2개| 피자치즈 1/2컵| 파슬리가루 약간| 적바질 조금 [양념] 마요네즈 1큰술| 연유 1큰술,2인분,아무나,15분이내,20080812220009.0
767041,프리타타,프리타타,wine59,마이드림,5324,4.0,41.0,기타,기타,달걀/유제품,양식,어제 아침식사로 먹은 옥수수프리타타입니다. 여러 재료와 계란과 생크림을 섞어 오븐에 구운 이태리식 계란찜이지요.,[재료] 스위트콘옥수수 2개 | 베이컨 5줄| 파프리카 약간| 양파 약간| 양송이버섯 4개| 체다치즈 3장| 피자치즈 1/2컵| 빵가루 4큰술| 계란 5개 | 생크림 1컵,5인분,초급,60분이내,20080812220635.0
767199,유기농 호밀쿠키,호밀쿠키,okwn7,센,3913,4.0,41.0,굽기,간식,밀가루,과자,뭔가 좀 구수하고 라이트 한 쿠키를 먹고 싶어서 단맛이 은은하고 씹히는 맛이 풍부한 호밀쿠키를 구워 보았답니다.,[재료] 유기농 호밀가루 160g| 우리밀 백밀가루 80g| 아가베시럽 80ml| 카놀라유 65ml| 베이킹파우더 1.5g| 시나몬가루 7g| 계란 1개,6인분이상,중급,60분이내,20080813014223.0
768206,돌솥 날치알밥,날치알밥,okwn7,센,17169,11.0,181.0,굽기,일상,해물류,밥/죽/떡,입안에서 톡톡 터지는 오색오감 만족  돌솥 날치알밥입니다.,[재료] 날치알 100g| 밥 2공기| 치자 단무지 50g| 청피망 1개| 홍피망 1개| 무순 1줌| 김치 1/4포기| 햄 50g| 맛살 50g [양념] 참기름 3큰술| 간장 3큰술| 통깨 1큰술,2인분,초급,15분이내,20080813235724.0
769248,브런치로 굿! 부드러운~ 아메리칸 와플,와플,ymgs1888,뽕브라,4007,1.0,38.0,굽기,간식,밀가루,빵,브런치로 굿! 부드러운~ 아메리칸 와플입니다.,[재료] 버터(녹인것) 50g| 설탕 30g| 달걀 노른자 4개| 우유 100g| 밀가루박력분 200g| 베이킹파우더 2g| 바닐라오일 1t [머랭 재료] 달걀 흰자 4개| 설탕 50g [토핑] 과일| 메이플시럽| 휘핑크림| 초코시럽,5인분,중급,60분이내,20080814232826.0
769254,홍차 브라우니,홍차브라우니,tomatosoup,강혜,1950,4.0,22.0,굽기,간식,밀가루,빵,홍차에는 테아플라빈과 테아루비겐이 함유돼 있다. 테아플라빈과 테아루비겐은 치매를 예방하고 콜레스테롤 수치를 낮추는 데 효과적이다. 요렇게 좋은 슈퍼푸드 홍차를 전 마셔주기도 하고 이렇게 브라우니에도 넣어 먹으니 얼마나 좋겠어요.,[재료] 초콜릿 200g| 버터 70g| 계란노른자 3개| 설탕 ⓐ25g| 흰자 3개| 설탕 ⓑ25g| 우유 20g| 홍차잎 1TS| 박력분 80g| 홍차가루 10g| 코코아가루 20g,6인분이상,중급,60분이내,20080814234110.0
769861,초코모카 스콘 ,초코모카스콘,tomatosoup,강혜,3332,2.0,37.0,굽기,간식,밀가루,빵,원두커피를 넣어 부드럽고 향긋한 스콘을 찾았다면 이 스콘이에요. 김영모 선생님의 스콘레시피에서 우유만 원두로 바꾸어 넣었어요. 진한 원두커피를 넣어 향긋함과 맛을 동시에 느낄수 있는 초코모카스콘이에요,[재료] 버터 60g| 박력분 300g| 설탕 30g| 소금 3g| 계란 1개| 원두커피 100g | 생크림 25g| 메이플시럽 10g,6인분이상,중급,60분이내,20080815195419.0
769867,든든한 건문어 꽈리고추조림 ,문어꽈리고추조림,nightsho,별바라기,39225,8.0,491.0,조림,일상,건어물류,밑반찬,밑반찬류엔 아무래도 간장이 많이 들어가다보니 또 볶음요리기도하고 해서 또 가끔 만들어 먹는 반찬이기도 하고요. 제가 꽈리고추를 좋아하고 울 랑이하고 딸아이가 건문어를 좋아하다보니 이리 같이 볶아먹곤 합니다. 가족모두가 만족하는 밑반찬이라죠~ 가격도 저렴하고 만드는 방법도 간단하니 만들어두세요. 몇일 든든한 반찬이 될꺼 같네요~,[재료] 꽈리고추 300g| 건문어 200g [양념] 고추기름 3숟갈| 다진마늘 1숟갈| 진간장 7숟갈| 올리고당 3숟갈| 청주 2숟갈| 생강가루 약간| 후추 약간| 통깨 약간,4인분,초급,30분이내,20080815200505.0
769870,초간단 향긋한 밥도둑! 깻잎찜!,깻잎찜,nightsho,별바라기,19005,14.0,156.0,찜,일상,채소류,밑반찬,울랑이 좋아하는 밑반찬중 하나인 깻잎찜이에요~ 전에도 깻잎찜 한번 올려드린적있는데요 그땐 요 국멸치가 안 들어가고 청양고추와 파등을 썰어 양념해 쪄서 올린레시피 였는데 이웃님이 요 국멸치를 잘게 찢어 넣은걸 보고 요것도 참 맛있겠단 생각이 들어서 만들어 봤어요~,,6인분이상,초급,30분이내,20080815200822.0
770388,아삭아삭함을 함께 먹어요~,나물,young4652,물향기,7710,5.0,60.0,무침,일상,채소류,밑반찬,요즘은 제법 하늘도 높고 파랗것이 가을이 오고 있음을 느껴집니다.. 강원도는 잠깐 며칠 덥다가 요즘은 선선하니 초가을 기분이네요~ 그래도 아직 남은 늦더위 조심하시구요~ 오랜만에 레시피 올려욤.. 노각..늙은 오이라고들 하죠~ 요거 무쳐서 따끈한 밥에 비벼 묵음 너무 맛나답니다..,,4인분,아무나,30분이내,20080816151842.0
770757,진하고 쫀득한 발랄한 브라우니,브라우니,skfo0701,꽃날,3174,2.0,51.0,굽기,간식,밀가루,빵,먹으면 기분 좋아지는 브라우니를 준비했어요. 쫀득쫀득이 녹아있는 브라우니랍니다.,[재료] 다크초콜렛 200g| 버터 115g| 코코아가루 20g| 흑설탕 100g| 계란 3개| 바닐라오일 2t| 소금 약간| 박력분 75g,3인분,초급,60분이내,20080817002545.0
770783,초간단 초대요리  부추잡채♥,부추잡채,skfo0701,꽃날,58789,24.0,485.0,볶음,손님접대,채소류,메인반찬,초대요리로도 좋고  밥반찬으로도 손색없는 부추잡채를 준비했어요. 굴소스의 달짝지근한 맛과 돼지고기  부추가 아주 잘 어울리는 부추잡채랍니다.,[재료] 부추 1/2단| 돼지고기(등심) 150g| 홍고추 2개| 녹말가루 약간 [고기 밑간 양념] 간장 1T| 청주(or미림) 1/2T| 설탕 1/2t [부추 잡채 양념] 굴소스 1T| 후춧가루 약간| 청주 1T| 다진 마늘 1/2T| 다진 생강 1/2t| 참기름 적당량| 소금 약간,4인분,초급,30분이내,20080817003817.0
770791,카레피자 ,카레피자,guswls73,예예,4297,3.0,18.0,굽기,손님접대,밀가루,빵,반죽에 카레가루를 넣어 식욕을 자극하는 노오란 도우! 그 위에 각종 야채와 피자치즈를 듬뿍 올려 만들면 기존 피자에서는 못 봤던 카레피자랍니다. 카레를 넣어 건강에도 좋고 흰 밀가루가 부담되셨던 분들도 맛있게 드실 수 있어요. 담백하면서도 짭쪼름한 카레피자. 아이들 간식으로 최고랍니다. ,[재료] 카레소스 1공기| 야채믹스(각종 야채 깍뚝썬것)| 피자치즈| 밀가루강력분 220g| 카레가루30g [양념] 물 150g| 설탕 10g| 소금 5g| 드라이이스트 5g| 올리브유 2큰술,3인분,아무나,90분이내,20080817011549.0
770970,.. 매콤한 낙지볶음 ..,낙지볶음,thddlf30,딸기공주,13835,14.0,104.0,볶음,손님접대,해물류,메인반찬,오늘 딸기가 갈챠 드릴 요리는용 ~ 전에도 한번 올렸었던 < 매콤한 낙지볶음 > 인대용 ~ 요즘같이 미치도록 더븐 날씨에 ~ 힘도 나고 땀도 쫙 빼서리 ~ 기분전환을 할 수 있는 요 매콤한 낙지볶음이 아주 기냥 따봉이겠지용 ~ 캬캬캬 ~ 그리고 이 낙지가 기냥 쓰러진 소도 벌떡 일으킨다는 ~ 그 거시기 머시기한 거시기가 아니겄습니까 ~ 캬캬캬 ~ 그랑께 서방님들 마이마이 멕이셔용 ~ 딸기는 앞으로 날 잡아서 2마리씩 잡아 멕일라구용 ,,4인분,아무나,30분이내,20080817132603.0
770976,.. 콩나물 문어죽 ..,콩나물문어죽,thddlf30,딸기공주,12266,5.0,32.0,끓이기,손님접대,해물류,밥/죽/떡,요 포스트는용 ~ 요즘 딸기 서방님께서 ~ 쪼깐 힘들고 스트레스 받는 일이 있어가꼬 ~ 거그에 신경을 쓰다 보니 ~ 위가 다시 안 좋아지기 시작 하더라구용 ~ 해서 딸기가 샤릉하는 서방님을 위하여 ~ 오늘 아침에 끓여본 < 콩나물 문어죽 > 인대용 ~ 만들기도 쉽고 맛이 아주 좋으니까 ~ 다들 한번씩 맹글어 보셔용 ~,,2인분,아무나,30분이내,20080817133343.0
770981,.. 새우튀김 ..,새우튀김,thddlf30,딸기공주,4723,3.0,4.0,튀김,간식,해물류,기타,오늘 딸기가 올려 드릴 요리는용 ~ 날씨가 선선해지면 맹글어 묵기가 아주 좋은 ~ 열라 빠삭하구 열라 꼬수운 < 새우튀김 > 인대용 ~ 안 그래도 요즘이 대하철 인데 ~ 비싼 대하는 못 사더라도 그 동생쯤 되는 작은 새우를 사서리 ~ 간단하게 튀겨서 묵어 보셔용 ~ 오찌나 꼬소하구 빠삭 하던지 ~ 헤헤헤 ~,,1인분,아무나,30분이내,20080817134318.0
770983,.. 양파튀김 ..,양파튀김,thddlf30,딸기공주,22127,22.0,243.0,튀김,간식,채소류,기타,딸기가 어제 저녁에 맹글어 묵은 < 양파튀김 > 인데용 ~ 엄훠 ~ ♥ 아주 기냥 오찌나 바삭바삭하고 달콤하던지 ~ 겁나 맛있게 묵어서리 이웃님들께 살자쿵 알려 주려구 ~ 요로코롬 포스트 한번 올려 보아용 ~,,2인분,초급,15분이내,20080817134621.0
770987,알밤 전복죽,밤전복죽,thddlf30,딸기공주,4286,2.0,8.0,끓이기,일상,해물류,밥/죽/떡,식감이 좋아 더욱 맛있는 알밤전복죽입니다.,,2인분,중급,60분이내,20080817135327.0
771887,밋밋한 순대...간단하게 볶음으로~,순대볶음,young4652,물향기,9317,7.0,55.0,볶음,간식,가공식품류,메인반찬,간식으로 사온 순대가 일반적으로 소금에 찍어 먹을려니 밋밋하여 냉장고에 짜투리 야채들 모아모아 만드는 순대 볶음~ 날씨두 꾸물꾸물.. 화끈한 순대볶음 드셔보셔욤~^^,,2인분,아무나,30분이내,20080818150601.0
772101,국민반찬 뚝배기 달걀찜,뚝배기달걀찜,shriya,문성실,73347,55.0,586.0,찜,일상,달걀/유제품,밑반찬,보들보들한 달걀찜을 뚝배기에 뜨끈하게 만들었어요.,[재료] 물이나 다시마육수 1+1/4컵| 달걀 3개| 대파 약간 [양념] 새우젓 0.7큰술| 소금 0.2큰술| 설탕 약간| 맛술 1큰술,2인분,초급,15분이내,20080818171118.0
772107,감자멸치고추장찌개,감자멸치고추장찌개,shriya,문성실,27854,11.0,91.0,끓이기,일상,채소류,찌개,쌀뜨물로 끓인 고추장 맛의 찌개 요새 끓여야 제맛인 찌개니깐 꼭 여름에 끓여 드셔 보세요. 여름이라 시원한 냉면에 시원한 음식만 찾고 싶을지 모르겠지만... 이렇게 찌개 한 그릇 놓고 가족들끼리 오손도손 먹으면서 땀 쭈~~욱 빼면 그것도 그리 나쁘지 않아요.,[재료] 감자 중 2개| 멸치 1줌| 양파 중 1/2개| 대파 1/2대| 청양고추 1개| 쌀뜨물 3컵 [양념] 고추장 2스푼| 국 간장 1스푼| 참치액이나 진간장 1스푼| 다진 마늘 1스푼| 맛술 1스푼| 소금 약간| 후춧가루 약간,3인분,초급,30분이내,20080818171553.0
772112,수박으로 시원한 여름을 수박빙수 ,수박빙수,shriya,문성실,4822,5.0,23.0,기타,일상,과일류,디저트,큰맘을 먹고 씨없는 수박을 샀는데 글쎄 수박이 별로 맛이 없는 고예요. 그래서 얼려서 얼음 대신 갈아서 빙수를 만들었더니  제법 괜찮은 그림이 나오더라고요. 얼른 수박만 있으면 재료는 무지 간단해요.,[재료] 얼린 수박 적당량| 콘플레이크 적당량 [양념] 연유| 빙수팥,2인분,아무나,5분이내,20080818172129.0
772510,더운 여름엔 간단하게 닭가슴살 파프리카 샐러드,닭가슴살파프리카샐러드,violeta2,미니유니,19485,5.0,130.0,기타,다이어트,닭고기,샐러드,여름엔 무조건 간단하게 2탄  닭가슴살 파프리카 샐러드에요 약간 보랏빛이 도는 샐러드 군침이 마구마구 도시죠? 어떻게 보면 간단하지 않을수도 있는데 닭가슴살만 삶아 찢어놓으면 그리 어려운게 없기에 간단하다고 표현을 해봤어요 닭가슴살로 칼로리 낮추면서 육류를 즐기고 파프리카랑 야채를 넣어서 아삭하게 만든 샐러드 소스를 차갑게 해서 시원하게 즐기세요 닭가슴살도 찢어서 냉장고에 몇시간 두세요 그럼 냉채같은 샐러드를 즐기실수 있어요 ~,[재료] 닭가슴살 2장| 노랑 파프리카 1/3개| 빨강 파프리카 1/3개씩| 오이 1/3개| 적양파 1/2개 [양념] 마요네즈 2TS| 소금| 후추 조금 [블루베리 샐러드 소스] 블루베리캔 1/2컵| 생크림 1/2컵| 설탕 1TS| 식초 1TS| 매실청 3TS| 소금 1/2작은술,,초급,,20080819002432.0
772551,홈메이드 핫도그 번과 햄버거 번,핫도그번,okwn7,센,7623,4.0,94.0,굽기,간식,밀가루,빵,대형마트에 가면 햄버거번과 핫도그번도 많이 팔더라구요. 가격도 저렴하고. 그치만 어디 홈메이드만 하겠나 싶어서 이 더위에 또 극성스럽게 만들어 보았어요.,[재료] 강력분 200g| 박력분 50g| 설탕 30g| 소금 3g| 우유 165g| 인스턴트 드라이 이스트 4g| 버터 12g,6인분이상,중급,2시간이상,20080819003543.0
773263,짜장밥,짜장밥,wine59,마이드림,17267,8.0,125.0,끓이기,일상,채소류,밥/죽/떡,짜장면은 시켜먹으면 편해서 좋겠지만 집에서 만들면 제철재료로 영양가 있게 만들 수 있어서 좋은것 같아요. 오늘은 짜장밥으로 만들어보았어요.,[재료] 칵테일새우살 1.5컵| 당근 1/2개| 양파 1개| 양배추 약간| 돼지고기(앞다리살) 2컵| 스위트콘 옥수수알 1/2컵| 익힌 완두콩 1/2컵| 식용유 2큰술 [돼지고기 밑간] 소금 약간| 후춧가루 약간| 생강맛술 약간 [짜장소스] 춘장(듬뿍) 3큰술| 식용유 1/3컵| 두반장 1큰술| 설탕 0.5큰술| 소금간 [녹말물] 물 1컵| 녹말가루 2큰술,5인분,초급,60분이내,20080819165328.0
